text,label
"Brilliant Pebbles: A Method for Detection of Very Large Interstellar Grains. A photon of wavelength lambda ~1 micron interacting with a dust grain of radius a_p ~ 1 mm (a ""pebble"") undergoes scattering in the forward direction, largely within a small characteristic diffraction angle theta_s ~ lambda/a_p ~ 100"". Though mm-size dust grains contribute negligibly to the interstellar medium's visual extinction, the signal they produce in scattered light may be detectable, especially for variable sources. Observations of light scattered at small angles allows for the direct measurement of the large grain population; variable sources can also yield tomographic information of the interstellar medium's mass distribution. The ability to detect brilliant pebble halos require a careful understanding of the instrument PSF.",Astrophysics
"Review of Observational Evidence for Dark Matter in the Universe and in upcoming searches for Dark Stars. Over the past decade, a consensus picture has emerged in which roughly a quarter of the universe consists of dark matter. The observational evidence for the existence of dark matter is reviewed: rotation curves of galaxies, weak lensing measurements, hot gas in clusters, primordial nucleosynthesis and microwave background experiments. In addition, a new line of research on Dark Stars is presented, which suggests that the first stars to exist in the universe were powered by dark matter heating rather than by fusion: the observational possibilities of discovering dark matter in this way are discussed.",Astrophysics
"Neutrino Astronomy with the IceCube Observatory and Implications for Astroparticle Physics. The IceCube Observatory is a km^3 neutrino telescope currently under construction at the geographic South Pole. It will comprise 4800 optical sensors deployed on 80 vertical strings between 1450 and 2450 meters under the ice surface. Currently IceCube is operational and recording data with 40 strings (i.e. 2400 optical sensors). The IceCube Observatory will collect an unprecedented number of high energy neutrinos that will allow us to pursue studies of the atmospheric neutrino flux, and to search for extraterrestrial sources of neutrinos, whether point-like or unresolved. IceCube results will have an important impact on neutrino astrophysics, especially if combined with observations done with other cosmic messengers, such as gamma rays or ultra high energy cosmic rays. They may also reveal clues on the origin of cosmic rays at ultra high energies. Here we report results from AMANDA and the most recent results from the first 22 strings of IceCube.",Astrophysics
"String dynamics and ejection along the axis of a spinning black hole. Relativistic current carrying strings moving axisymmetrically on the background of a Kerr black hole are studied. The boundaries and possible types of motion of a string with a given energy and current are found. Regions of parameters for which the string falls into the black hole, or is trapped in a toroidal volume, or can escape to infinity, are identified, and representative trajectories are examined by numerical integration, illustrating various interesting behaviors. In particular, we find that a string can start out at rest near the equatorial plane and, after bouncing around, be ejected out along the axis, some of its internal (elastic or rotational kinetic) energy having been transformed into translational kinetic energy. The resulting velocity can be an order unity fraction of the speed of light. This process results from the presence of an outer tension barrier and an inner angular momentum barrier that are deformed by the gravitational field. We speculatively discuss the possible astrophysical significance of this mechanism as a means of launching a collimated jet of MHD plasma flux tubes along the spin axis of a gravitating system fed by an accretion disk.",Astrophysics
"Interface Modes and Their Instabilities in Accretion Disc Boundary Layers. We study global non-axisymmetric oscillation modes trapped near the inner boundary of an accretion disc. Observations indicate that some of the quasi-periodic oscillations (QPOs) observed in the luminosities of accreting compact objects (neutron stars, black holes and white dwarfs) are produced in the inner-most regions of accretion discs or boundary layers. Two simple models are considered in this paper: The magnetosphere-disc model consists of a thin Keplerian disc in contact with a uniformly rotating magnetosphere with and low plasma density, while the star-disc model involves a Keplerian disc terminated at the stellar atomosphere with high density and small density scale height. We find that the interface modes at the magnetosphere-disc boundary are generally unstable due to Rayleigh-Taylor and/or Kelvin-Helmholtz instabilities. However, differential rotation of the disc tends to suppress Rayleigh-Taylor instability and a sufficiently high disc sound speed (or temperature) is needed to overcome this suppression and to attain net mode growth. On the other hand, Kelvin-Helmholtz instability may be active at low disc sound speeds. We also find that the interface modes trapped at the boundary between a thin disc and an unmagnetized star do not suffer Rayleigh-Taylor or Kelvin-Helmholtz instability, but can become unstable due to wave leakage to large disc radii and, for sufficiently steep disc density distributions, due to wave absorption at the corotation resonance in the disc. The non-axisymmetric interface modes studied in this paper may be relevant to the high-frequency QPOs observed in some X-ray binaries and in cataclysmic variables.",Astrophysics
"Steady-State Solutions in Nonlinear Diffusive Shock Acceleration. Stationary solutions to the equations of non-linear diffusive shock acceleration play a fundamental role in the theory of cosmic-ray acceleration. Their existence usually requires that a fraction of the accelerated particles be allowed to escape from the system. Because the scattering mean-free-path is thought to be an increasing function of energy, this condition is conventionally implemented as an upper cut-off in energy space -- particles are then permitted to escape from any part of the system, once their energy exceeds this limit. However, because accelerated particles are responsible for substantial amplification of the ambient magnetic field in a region upstream of the shock front, we examine an alternative approach in which particles escape over a spatial boundary. We use a simple iterative scheme that constructs stationary numerical solutions to the coupled kinetic and hydrodynamic equations. For parameters appropriate for supernova remnants, we find stationary solutions with efficient acceleration when the escape boundary is placed at the point where growth and advection of strongly driven non-resonant waves are in balance. We also present the energy dependence of the distribution function close to the energy where it cuts off - a diagnostic that is in principle accessible to observation.",Astrophysics
"Relativistic Accretion Mediated by Turbulent Comptonization. Black hole and neutron star accretion flows display unusually high levels of hard coronal emission in comparison to all other optically thick, gravitationally bound, turbulent astrophysical systems. Since these flows sit in deep relativistic gravitational potentials, their random bulk motions approach the speed of light, therefore allowing turbulent Comptonization to be an important effect. We show that the inevitable production of hard X-ray photons results from turbulent Comptonization in the limit where the turbulence is trans-sonic and the accretion power approaches the Eddington Limit. In this regime, the turbulent Compton y-parameter approaches unity and the turbulent Compton temperature is a significant fraction of the electron rest mass energy, in agreement with the observed phenomena.",Astrophysics
"CNO ""Breakout"" and Nucleosynthesis in Classical Novae. For very slow white dwarf accretors in CV's Townsley and Bildsten (2004) found a relation between the accretion rate and the central temperature of the white dwarf Tc. According to this relation for accretion rates less than 10^-10 solar masses per year Tc is much lower than 10^7 K. Motivated by this study we follow the thermonuclear runaway on massive white dwarfs (M_WD=1.25 - 1.40 solar masses) with Tc lower than 10^7 K, accreting matter of solar composition. We demonstrate that in that range of the relevant parameter space (Tc,M_WD and accretion rate) the slope of the relation between the peak temperatures achieved during the runaway and Tc becomes much steeper than its value for Tc above 10^7 K. The peak temperatures we derive can lead to nuclear breakout from the conventional ""hot carbon-nitrogen-oxygen"" cycle. When breakout conditions are achieved the heavy element abundances can show a much wider variety than what is possible with the common enrichment mechanisms.",Astrophysics
"Eppur si muove. In two recent papers, Abramowicz et al. claim that the expansion of the Universe can be interpreted only as the expansion of space. In fact, what they really prove is that the cosmological expansion cannot be described in terms of real motions in Minkowski spacetime. However, there is no controversy about this issue. Abramowicz et al. show that in general, the cosmological redshift is not a Doppler shift and they consider this fact as a proof that space expands. Again, nobody believes (perhaps except Milne) that for non-empty universes the origin of the redshift is purely Dopplerian. From the Principle of Equivalence it follows that there must be also a gravitational shift in presence of matter. Indeed, it is well known in cosmology that for small redshifts, the cosmological redshift can be decomposed into a Doppler component and a gravitational component. In a forthcoming paper, we shall perform such a decomposition for arbitrarily large values of the redshift.",Astrophysics
"IceCube: Construction Status and First Results. IceCube is a 1 km3 neutrino telescope currently under construction at the South Pole. The detector will consist of 4800 optical sensors deployed at depths between 1450 m and 2450 m in clear Antarctic ice evenly distributed over 80 strings. An air shower array covering a surface area of 1 km^2 above the in-ice detector will measure cosmic ray air showers in the energy range from 300 TeV to above 1 EeV. The detector is designed to detect neutrinos of all flavors. With 40 strings currently in operation, construction is 50% complete. Based on data taken to date, the observatory meets its design goals and currently exceeds the sensitivity of AMANDA and previous neutrino telescopes. The construction outlook and possible future extensions are also discussed.",Astrophysics
"The Magellanic System: What have we learnt from FUSE?. I review some of the findings on the Magellanic System produced by the Far Ultraviolet Spectroscopic Explorer (FUSE) during and after its eight years of service. The Magellanic System with its high-velocity complexes provides a nearby laboratory that can be used to characterize phenomena that involve interaction between galaxies, infall and outflow of gas and metals in galaxies. These processes are crucial for understanding the evolution of galaxies and the intergalactic medium. Among the FUSE successes I highlight are the coronal gas about the LMC and SMC, and beyond in the Stream, the outflows from these galaxies, the discovery of molecules in the diffuse gas of the Stream and the Bridge, an extremely sub-solar and sub-SMC metallicity of the Bridge, and a high-velocity complex between the Milky Way and the Clouds.",Astrophysics
"Recent Evidence for Convection in Sunspot Penumbrae. Whereas penumbral models during the last 15 years have been successful in explaining Evershed flows and magnetic field inclination variations in terms of flux tubes, the lack of contact between these models and a convective process needed to explain the penumbral radiative heat flux has been disturbing. We report on recent observational and theoretical evidence that challenge flux tube interpretations and conclude that the origin of penumbral filamentary structure is overturning convection.",Astrophysics
"Hydrodynamical N-body simulations of coupled dark energy cosmologies. If the accelerated expansion of the Universe at the present epoch is driven by a dark energy scalar field, there may well be a non-trivial coupling between the dark energy and the cold dark matter (CDM) fluid. Such interactions give rise to new features in cosmological structure growth, like an additional long-range attractive force between CDM particles, or variations of the dark matter particle mass with time. We have implemented these effects in the N-body code GADGET-2 and present results of a series of high-resolution N-body simulations where the dark energy component is directly interacting with the cold dark matter. As a consequence of the new physics, CDM and baryon distributions evolve differently both in the linear and in the nonlinear regime of structure formation. Already on large scales a linear bias develops between these two components, which is further enhanced by the nonlinear evolution. We also find, in contrast with previous work, that the density profiles of CDM halos are less concentrated in coupled dark energy cosmologies compared with LCDM, and that this feature does not depend on the initial conditions setup, but is a specific consequence of the extra physics induced by the coupling. Also, the baryon fraction in halos in the coupled models is significantly reduced below the universal baryon fraction. These features alleviate tensions between observations and the LCDM model on small scales. Our methodology is ideally suited to explore the predictions of coupled dark energy models in the fully non-linear regime, which can provide powerful constraints for the viable parameter space of such scenarios.",Astrophysics
"Capability of Cherenkov Telescopes to Observe Ultra-fast Optical Flares. The large optical reflector (~ 100 m^2) of a H.E.S.S. Cherenkov telescope was used to search for very fast optical transients of astrophysical origin. 43 hours of observations targeting stellar-mass black holes and neutron stars were obtained using a dedicated photometer with microsecond time resolution. The photometer consists of seven photomultiplier tube pixels: a central one to monitor the target and a surrounding ring of six pixels to veto background events. The light curves of all pixels were recorded continuously and were searched offline with a matched-filtering technique for flares with a duration of 2 us to 100 ms. As expected, many unresolved (<3 us) and many long (>500 us) background events originating in the earth's atmosphere were detected. In the time range 3 to 500 us the measurement is essentially background-free, with only eight events detected in 43 h; five from lightning and three presumably from a piece of space debris. The detection of flashes of brightness ~ 0.1 Jy and only 20 us duration from the space debris shows the potential of this setup to find rare optical flares on timescales of tens of microseconds. This timescale corresponds to the light crossing time of stellar-mass black holes and neutron stars.",Astrophysics
"A Sensitive Search For [NII] Emission in a z=6.4 Quasar Host Galaxy. We present a sensitive search for the ^3P_1->^3P_0 ground state fine structure line at 205 microns of ionized nitrogen ([NII]) in one of the highest redshift quasars (J1148+5251 at z=6.42) using the IRAM 30m telescope. The line is not detected at a (3 sigma) depth of 0.47 Jy km s^-1, corresponding to a [NII] luminosity limit of L_[NII] < 4.0x10^8 L_sun and a L_[NII]/L$_FIR ratio of <2x10^-5. In parallel, we have observed the CO(J=6-5) line in J1148+5251, which is detected at a flux level consistent with earlier interferometric observations. Using our earlier measurements of the [CII] 158 micron line strength, we derive an upper limit for the [NII]/[CII] line luminosity ratio of ~1/10 in J1148+5251. Our upper limit for the [CII]/[NII] ratio is similar to the value found for our Galaxy and M82 (the only extragalactic system where the [NII] line has been detected to date). Given the non-detection of the [NII] line we can only speculate whether or not high-z detections are within reach of currently operating observatories. However, [NII] and other fine strucure lines will play a critical role in characterizing the interstellar medium at the highest redshifts (z>7) using the Atacama Large Millimeter/submillimeter Array (ALMA), for which the highly excited rotational transitions of CO will be shifted outside the accessible (sub-)millimeter bands.",Astrophysics
"Physics of Neutron Star Crusts. The physics of neutron star crusts is vast, involving many different research fields, from nuclear and condensed matter physics to general relativity. This review summarizes the progress, which has been achieved over the last few years, in modeling neutron star crusts, both at the microscopic and macroscopic levels. The confrontation of these theoretical models with observations is also briefly discussed.",Astrophysics
"The prospects of finding the first quasars in the universe. We study the prospects of finding the first quasars in the universe with ALMA and JWST. For this purpose, we derive a model for the high-redshift black hole population based on observed relations between the black hole mass and the host galaxy. We re-address previous constraints from the X-ray background with particular focus on black hole luminosities below the Eddington limit as observed in many local AGN. For such luminosities, up to 20% of high-redshift black holes can be active quasars. We then discuss the observables of high-redshift black holes for ALMA and JWST by adopting NGC 1068 as a reference system. We calculate the expected flux of different fine-structure lines for a similar system at higher redshift, and provide further predictions for high-J CO lines. We discuss the expected fluxes from stellar light, the AGN continuum and the Lyman $α$ line for JWST. Line fluxes observed with ALMA can be used to derive detailed properties of high-redshift sources. We suggest two observational strategies to find potential AGN at high redshift and estimate the expected number of sources, which is between 1-10 for ALMA with a field of view of $\sim(1')^2$ searching for line emission and 100-1000 for JWST with a field of view of $(2.16')^2$ searching for continuum radiation. We find that both telescopes can probe high-redshift quasars down to redshift 10 and beyond, and therefore truely detect the first quasars in the universe.",Astrophysics
"MOJAVE: Monitoring of Jets in AGN with VLBA Experiments. V. Multi-epoch VLBA Images. We present images from a long term program (MOJAVE: Monitoring of Jets in AGN with VLBA Experiments) to survey the structure and evolution of parsec-scale jet phenomena associated with bright radio-loud active galaxies in the northern sky. The observations consist of 2424 15 GHz VLBA images of a complete flux-density limited sample of 135 AGN above declination -20 degrees, spanning the period 1994 August to 2007 September. These data were acquired as part of the MOJAVE and 2 cm Survey programs, and from the VLBA archive. The sample selection criteria are based on multi-epoch parsec-scale (VLBA) flux density, and heavily favor highly variable and compact blazars. The sample includes nearly all the most prominent blazars in the northern sky, and is well-suited for statistical analysis and comparison with studies at other wavelengths. Our multi-epoch and stacked-epoch images show 94% of the sample to have apparent one-sided jet morphologies, most likely due to the effects of relativistic beaming. Of the remaining sources, five have two-sided parsec-scale jets, and three are effectively unresolved by the VLBA at 15 GHz, with essentially all of the flux density contained within a few tenths of a milliarcsecond.",Astrophysics
"Pulsar timing and spacetime curvature. We analyze the effect of weak field gravitational waves on the timing of pulsars, with particular attention to gauge invariance, that is, to the effects that are independent of the choice of coordinates. We find: (i) the Doppler shift cannot be separated into gauge invariant gravitational wave and kinetic contributions; (ii) a gauge invariant separation can be made for the time derivative of the Doppler shift in which the gravitational wave contribution is directly related to the Riemann tensor, and the kinetic contribution is that for special relativity; (iii) the gauge dependent effects in the Doppler shift play no role in the program of gravitational wave detection via pulsar timing. The direct connection shown between pulsar timing and the Riemann tensor of the gravitational waves will be of importance in discussions of gravitational waves from alternative (non-Einsteinian) theories of gravitation.",Astrophysics
"The Sloan Bright Arcs Survey : Six Strongly Lensed Galaxies at z=0.4-1.4. We present new results of our program to systematically search for strongly lensed galaxies in the Sloan Digital Sky Survey (SDSS) imaging data. In this study six strong lens systems are presented which we have confirmed with follow-up spectroscopy and imaging using the 3.5m telescope at the Apache Point Observatory. Preliminary mass models indicate that the lenses are group-scale systems with velocity dispersions ranging from 466-878 km s^{-1} at z=0.17-0.45 which are strongly lensing source galaxies at z=0.4-1.4. Galaxy groups are a relatively new mass scale just beginning to be probed with strong lensing. Our sample of lenses roughly doubles the confirmed number of group-scale lenses in the SDSS and complements ongoing strong lens searches in other imaging surveys such as the CFHTLS (Cabanac et al 2007). As our arcs were discovered in the SDSS imaging data they are all bright ($r\lesssim22$), making them ideally suited for detailed follow-up studies.",Astrophysics
"Re-analysis of the First Fringe with 2-Beam in the VERA System from Archive Data. We report results from re-analysis of the visibility data of the first 2-beam observations with VERA (VLBI Exploration of Radio Astrometry), previously reported by Honma et al., 2003 (hereafter A2003). Independently we checked the archival data and found the features noted in A2003 were not from the effect of phase referencing by simultaneous differential VLBI but mainly from a removal of large phase change by subtracting an arbitrary fitted curve to the phase variations. The differential phase of the observed H2O masers between W49 North (W49N) and OH~43.8-0.1 did not show a sinusoidal variation with a period of one sidereal day due to a positional offset from the real celestial positions. We therefore could not reproduce the results in A2003 by a normal positional correction estimated from all time data, but could reproduce almost the same phases only for the first hour by adjusting parameters. Using the parameters, we could not suppress the large amount of phase variations for the successive time data that A2003 did not show in their paper. It is appropriate to regard the analysis in A2003 as not being proper for showing the performance of the instrument for phase referencing, which should be demonstrated by other experiments observing several pairs of continuum sources.",Astrophysics
"An Atlas For Interpreting Gamma-Ray Pulsar Light Curves. We have simulated a population of young spin-powered pulsars and computed the beaming pattern and lightcurves for the three main geometrical models: polar cap emission, two-pole caustic (""slot gap"") emission and outer magnetosphere emission. The light curve shapes depend sensitively on the magnetic inclination alpha and viewing angle zeta. We present the results as maps of observables such as peak multiplicity and gamma-ray peak separation in the (alpha, zeta) plane. These diagrams can be used to locate allowed regions for radio-loud and radio-quiet pulsars and to convert observed fluxes to true all-sky emission.",Astrophysics
"Quantum Uncertainty Considerations for Gravitational Lens Interferometry. The measurement of the gravitational lens delay time between light paths has relied, to date, on the source having sufficient variability to allow photometric variations from each path to be compared. However, the delay times of many gravitational lenses cannot be measured because the intrinsic source amplitude variations are too small to be detectable. At the fundamental quantum mechanical level, such photometric time stamps allow which-path knowledge, removing the ability to obtain an interference pattern. However, if the two paths can be made equal (zero time delay) then interference can occur. We describe an interferometric approach to measuring gravitational lens delay times using a quantum-eraser/restorer approach, whereby the time travel along the two paths may be rendered measurably equal. Energy and time being non-commuting observables, constraints on the photon energy in the energy-time uncertainty principle, via adjustments of the width of the radio bandpass, dictate the uncertainty of the time delay and therefore whether the path taken along one or the other gravitational lens geodesic is knowable. If one starts with interference, for example, which-path information returns when the bandpass is broadened (constraints on the energy are relaxed) to the point where the uncertainty principle allows a knowledge of the arrival time to better than the gravitational lens delay time itself, at which point the interference will disappear. We discuss the near-term feasibility of such measurements in light of current narrow-band radio detectors and known short time-delay gravitational lenses.",Astrophysics
"Five ideas on black hole accretion disks. I review five of Bohdan Paczynski's ideas on black hole accretion disk theory. They formed my understanding of the subject and often guided intuition in my research. They are fundamentally profound, rich in physical consequences, mathematically elegant and clever, and in addition are useful in several technically difficult practical applications.",Astrophysics
"Aspherical Core-Collapse Supernovae in Red Supergiants Powered by Nonrelativistic Jets. We explore the observational characteristics of jet-driven supernovae by simulating bipolar-jet-driven explosions in a red supergiant progenitor. We present results of four models in which we hold the injected kinetic energy at a constant $10^{51}$ ergs across all jet models but vary the specific characteristics of the jets to explore the influence of the nature of jets on the structure of the supernova ejecta. We evolve the explosions past shock-breakout and into quasi-homologous expansion of the supernova envelope into a red supergiant wind. The oppositely-directed, nickel-rich jets give a large-scale asymmetry that may account for the non-spherical excitation and substructure of spectral lines such as H$α$ and He I 10830Å. Jets with a large fraction of kinetic to thermal energy punch through the progenitor envelope and give rise to explosions that would be observed to be asymmetric from the earliest epochs, inconsistent with spectropolarimetric measurements of Type II supernovae. Jets with higher thermal energy fractions result in explosions that are roughly spherical at large radii but are significantly elongated at smaller radii, deep inside the ejecta, in agreement with the polarimetric observations. We present shock breakout light curves that indicate that strongly aspherical shock breakouts are incompatible with recent {\it GALEX} observations of shock breakout from red supergiant stars. Comparison with observations indicates that jets must deposit their kinetic energy efficiently throughout the ejecta while in the hydrogen envelope. Thermal energy-dominated jets satisfy this criterion and yield many of the observational characteristics of Type II supernovae.",Astrophysics
"On the release of binding energy and accretion power in core collapse-like environments. All accretion models of gamma-ray bursts share a common assumption: accretion power and gravitational binding energy is released and then dissipated locally, with the mass of its origin. This is equivalent to the Shakura-Sunyaev 1973 (SS73) prescription for the dissipation of accretion power and subsequent conversion into radiate output. Since their seminal paper, broadband observations of quasars and black hole X-ray binaries insist that the SS73 prescription cannot wholly describe their behavior. In particular, optically thick black hole accretion flows are almost universally accompanied by coronae whose relative power by far exceeds anything seen in studies of stellar chromospheric and coronal activity. In this note, we briefly discuss the possible repercussions of freeing accretion models of GRBs from the SS73 prescription. Our main conclusion is that the efficiency of converting gravitational binding energy into a GRB power can be increased by an order of magnitude or more.",Astrophysics
"Two-Dimensional Transport of Solids in Viscous Protoplanetary Disks. Large-scale radial transport of solids appears to be a fundamental consequence of protoplanetary disk evolution based on the presence of high temperature minerals in comets and the outer regions of protoplanetary disks around other stars. Further, inward transport of solids from the outer regions of the solar nebula has been postulated to be the manner in which short-lived radionuclides were introduced to the terrestrial planet region and the cause of the variations in oxygen isotope ratios seen in primitive materials. Here, both outward and inward transport of solids are investigated in the context of a two-dimensional, viscously evolving protoplanetary disk. The dynamics of solids are investigated to determine how they depend on particle size and the particular stage of protoplanetary disk evolution, corresponding to different rates of mass transport. It is found that the outward flows that arise around the disk midplane of a protoplanetary disk aid in the outward transport of solids up to the size of CAIs and can increase the crystallinity fraction of silicate dust at 10 AU around a solar mass star to as much as $\sim$40% in the case of rapidly evolving disks, decreasing as the accretion rate onto the star slows. High velocity, inward flows along the disk surface aid in the rapid transport of solids from the outer disk to the inner disk, particularly for small dust. Despite the diffusion that occurs throughout the disk, the large-scale, meridonal flows associated with mass transport prevent complete homogenization of the disk, allowing compositional gradients to develop that vary in intensity for a timescale of one million years.",Astrophysics
"An Accelerating Cosmology Without Dark Energy. The negative pressure accompanying gravitationally-induced particle creation can lead to a cold dark matter (CDM) dominated, accelerating Universe (Lima et al. 1996) without requiring the presence of dark energy or a cosmological constant. In a recent study Lima et al. (2008, LSS) demonstrated that particle creation driven cosmological models are capable of accounting for the SNIa observations of the recent transition from a decelerating to an accelerating Universe. Here we test the evolution of such models at high redshift using the constraint on z_eq, the redshift of the epoch of matter radiation equality, provided by the WMAP constraints on the early Integrated Sachs-Wolfe effect. Since the contribution of baryons and radiation was ignored in the work of LSS, we include them in our study of this class of models. The parameters of these more realistic models with continuous creation of CDM is tested and constrained at widely-separated epochs (z = z_eq and z = 0) in the evolution of the Universe. This comparison reveals a tension between the high redshift CMB constraint on z_eq and that which follows from the low redshift SNIa data, challenging the viability of this class of models.",Astrophysics
"Coronal activity from the ASAS eclipsing binaries. We combine the catalogue of eclipsing binaries from the All Sky Automated Survey (ASAS) with the ROSAT All Sky Survey (RASS). The combination results in 836 eclipsing binaries that display coronal activity and is the largest sample of active binary stars assembled to date. By using the (V-I) colors of the ASAS eclipsing binary catalogue, we are able to determine the distances and thus bolometric luminosities for the majority of eclipsing binaries that display significant stellar activity. A typical value for the ratio of soft X-ray to bolometric luminosity is L_X/L_bol ~ a few x 10^-4, similar to the ratio of soft X-ray to bolometric flux F_X/F_bol in the most active regions of the Sun. Unlike rapidly rotating isolated late-type dwarfs -- stars with significant outer convection zones -- a tight correlation between Rossby number and activity of eclipsing binaries is absent. We find evidence for the saturation effect and marginal evidence for the so-called ""super-saturation"" phenomena. Our work shows that wide-field stellar variability searches can produce a high yield of binary stars with strong coronal activity. The combined ASAS and RASS catalogue, as well as the results of this work are available for download in a form of a file.",Astrophysics
"Cosmic ray driven dynamo in galactic disks. A parameter study. We present a parameter study of the magnetohydrodynamical dynamo driven by cosmic rays in the interstellar medium (ISM) focusing on the efficiency of magnetic field amplification and the issue of energy equipartition between magnetic, kinetic and cosmic ray (CR) energies. We perform numerical CR-MHD simulations of the ISM using the extended version of ZEUS-3D code in the shearing box approximation and taking into account the presence of Ohmic resistivity, tidal forces and vertical disk gravity. CRs are supplied in randomly distributed supernova (SN) remnants and are described by the diffusion-advection equation, which incorporates an anisotropic diffusion tensor. The azimuthal magnetic flux and total magnetic energy are amplified depending on a particular choice of model parameters. We find that the most favorable conditions for magnetic field amplification correspond to magnetic diffusivity of the order of $3\times 10^{25} \cm^2\s^{-1}$, SN rates close to those observed in the Milky Way, periodic SN activity corresponding to spiral arms, and highly anisotropic and field-aligned CR diffusion. The rate of magnetic field amplification is relatively insensitive to the magnitude of SN rates in a rage of spanning 10% up to 100% of realistic values. The timescale of magnetic field amplification in the most favorable conditions is 150 Myr, at galactocentric radius equal to 5 kpc. The final magnetic field energies fluctuate near equipartition with the gas kinetic energy. In all models CR energy exceeds the equipartition values by a least an order of magnitude, in contrary to the expected equipartition. We suggest that the excess of cosmic rays can be attributed to the fact that the shearing-box does not permit cosmic rays to leave the system along the horizontal magnetic field.",Astrophysics
"Evolution of Dark Matter Phase-Space Density Distributions in Equal-Mass Halo Mergers. We use dissipationless N-body simulations to investigate the evolution of the true coarse-grained phase-space density distribution f(x,v) in equal-mass mergers between dark matter (DM) halos. The halo models are constructed with various asymptotic power-law indices ranging from steep cusps to core-like profiles and we employ the phase-space density estimator ``Enbid'' developed by Sharma & Steinmetz to compute f(x,v). The adopted force resolution allows robust phase-space density profile estimates in the inner ~1% of the virial radii of the simulated systems. We confirm that mergers result in a decrease of the coarse-grained phase-space density in accordance with expectations from Mixing Theorems for collisionless systems. We demonstrate that binary mergers between identical DM halos produce remnants that retain excellent memories of the inner slopes and overall shapes of the phase-space density distribution of their progenitors. The robustness of the phase-space density profiles holds for a range of orbital energies, and a variety of encounter configurations including sequences of several consecutive merger events, designed to mimic hierarchical merging, and collisions occurring at different cosmological epochs. If the progenitor halos are constructed with appreciably different asymptotic power-law indices, we find that the inner slope and overall shape of the phase-space density distribution of the remnant are substantially closer to that of the initial system with the steepest central density cusp. These results explicitly demonstrate that mixing is incomplete in equal-mass mergers between DM halos, as it does not erase memory of the progenitor properties. Our results also confirm the recent analytical predictions of Dehnen (2005) regarding the preservation of merging self-gravitating central density cusps.",Astrophysics
"Gamma-ray and Radio Constraints of High Positron Rate Dark Matter Models Annihilating into New Light Particles. The possibility of explaining the positron and electron excess recently found by the PAMELA and ATIC collaborations in terms of dark matter (DM) annihilation has attracted considerable attention. Models surviving bounds from, e.g, antiproton production generally fall into two classes, where either DM annihilates directly with a large branching fraction into light leptons, or, as in the recent models of Arkani-Hamed et al., and of Nomura and Thaler, the annihilation gives low-mass (pseudo)scalars or vectors $φ$ which then decay into $μ^+μ^-$ or $e^+e^-$. While the constraints on the first kind of models have recently been treated by several authors, we study here specifically models of the second type which rely on an efficient Sommerfeld enhancement in order to obtain the necessary boost in the annihilation cross section. We compute the photon flux generated by QED radiative corrections to the decay of $φ$ and show that this indeed gives a rather spectacular broad peak in $E^2dσ/dE$, that for these extreme values of the cross section violate gamma-ray observations of the Galactic center for DM density profiles steeper than that of Navarro, Frenk and White. The most stringent constraint comes from the comparison of the predicted synchrotron radiation in the central part of the Galaxy with radio observations of Sgr A*. For the most commonly adopted DM profiles, the models that provide a good fit to the PAMELA and ATIC data are ruled out, unless there are physical processes that boost the local anti-matter fluxes more than one order of magnitude, while not affecting the gamma-ray or radio fluxes.",Astrophysics
"Unveiling the birth and evolution of the HII region Sh2-173. Based on a multiwavelength study, the ISM around the HII region Sh2-173 has been analyzed. The ionized region is clearly detected in the optical and in the radio continuum images. The analysis of the HI data shows a region of low emissivity that has an excellent morphological correlation with the radio continuum emission. The HII region is partially bordered by a photodissociation region, which, in turn, is encircled by a molecular structure. Taking into account the presence of noncircular motions in the Perseus spiral arm, together with previous distance estimates for the region, we adopt a distance of 2.5 +- 0.5 kpc for Sh2-173. Seven hot stars were identified in the field of Sh2-173, being only one an O-type star. The amount of energetic photons emitted by this star is enough to keep the region ionized and heat the dust. Given that an expanding HII region may trigger star formation, a search for YSO candidates was made using different infrared point source catalogues. A population of 46 YSO candidates was identified projected onto the molecular clouds. On the other hand, Sh2-173 is located in a dense edge of a large HI shell. The possibility for Sh2-173 of being part of a hierarchical system of three generations is suggested. The ages of both, the HII region and the large shell, were estimated and compared. We concluded that Sh2-173 is a young HII region of about 0.6 - 1.0 Myr old. As for the large shell we obtained a dynamical age of 5 +- 1 Myr. These age estimates, together with the relative location of the different structures, support the hypothesis that Sh2-173 is part of a hierarchical system.",Astrophysics
"Accelerated expansion and matter creation. A set of cosmological models that takes into account the variation of the particle number is presented. In this context both dark matter and dark energy can be explained using a single component, without assuming any exotic equation of state, solving directly the cosmic coincidence problem.",Astrophysics
